"Var.1","Name","Time","Year","Var.5","Race","Beer","beer_url","name_url","event_url","event_name","event_location","event_date","minute","seconds","total_time_in_secs"
282,"Johan Anestad","6:02",2006,NA,"Morris County, NJ4th Annual New Jersey Bee...","Hocus Pocus","https://www.beermile.com/records/ref_beer/beertype_Hocus+Pocus","https://www.beermile.com/query_indy/submit_1/ref_query/name_Johan+Anestad","https://www.beermile.com/display/event_720","4th Annual New Jersey Beermile Championships","Morris County, NJ","December 17, 2006",6,2,362
283,"Michael Whitehead","6:02.65",2018,NA,"Hagenauer Reserve, Box Hi...2018 Brooks International...","Molson Canadian","https://www.beermile.com/records/ref_beer/beertype_Molson+Canadian","https://www.beermile.com/query_indy/submit_1/ref_query/name_Michael+Whitehead","https://www.beermile.com/display/event_151201","2018 Brooks International Beer Mile","Hagenauer Reserve, Box Hill North VIC, Australia","April 14, 2018",6,2.65,362.65
284,"Kalib Guy","6:03",2020,NA,"Tauranga Domain2020 New Zealand Beer Mil...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Kalib+Guy","https://www.beermile.com/display/event_151652","2020 New Zealand Beer Mile Championships","Tauranga Domain","August 1, 2020",6,3,363
285,"Mark ""K Perry"" Kirwan","6:03.16",2012,NA,"Rawlinson Track, Melbourn...2012 Parkville Beer Mile","Stout then lager","https://www.beermile.com/records/ref_beer/beertype_Stout+then+lager","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mark+""K+Perry""+Kirwan","https://www.beermile.com/display/event_5767","2012 Parkville Beer Mile","Rawlinson Track, Melbourne University","September 15, 2012",6,3.16,363.16
286,"Luis Armenteros","6:03.2",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Zoe","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Zoe","https://www.beermile.com/query_indy/submit_1/ref_query/name_Luis+Armenteros","https://www.beermile.com/display/event_6186","Flotrack 2014 Championships, Open Sub-Elite","Circuit of the Americas, Austin, TX","December 3, 2014",6,3.2,363.2
287,"Charlie ""Blanchy"" Blanch","6:03.3",2019,NA,"George Knott Reserve, Cli...International Beer Mile 2...","Sapporo","https://www.beermile.com/records/ref_beer/beertype_Sapporo","https://www.beermile.com/query_indy/submit_1/ref_query/name_Charlie+""Blanchy""+Blanch","https://www.beermile.com/display/event_151520","International Beer Mile 2019","George Knott Reserve, Clifton Hill, Victoria, Australia","October 19, 2019",6,3.3,363.3
288,"Edvin ""Kevan"" Hagberg","6:03.44",2018,NA,"Sollentuna, SverigeLiss Beermile Memorial 20...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Edvin+""Kevan""+Hagberg","https://www.beermile.com/display/event_151226","Liss Beermile Memorial 2018","Sollentuna, Sverige","May 29, 2018",6,3.44,363.44
289,"Josh Harris","6:03.9",2010,NA,"St. Leonards, AustraliaAustralian record attempt","Tooheys dry","https://www.beermile.com/records/ref_beer/beertype_Tooheys+dry","https://www.beermile.com/query_indy/submit_1/ref_query/name_Josh+Harris","https://www.beermile.com/display/event_1417","Australian record attempt","St. Leonards, Australia","September 11, 2010",6,3.9,363.9
290,"Matt Richardson","6:04",2000,NA,"Halifax, NSHalifax Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Matt+Richardson","https://www.beermile.com/display/event_32","Halifax Beer Mile","Halifax, NS","September 9, 2000",6,4,364
291,"Geoff Mikelsons","6:04",2009,NA,"Chicago, IL2009 Illinois Beer Mile S...","Ice House","https://www.beermile.com/records/ref_beer/beertype_Ice+House","https://www.beermile.com/query_indy/submit_1/ref_query/name_Geoff+Mikelsons","https://www.beermile.com/display/event_1288","2009 Illinois Beer Mile State Championship","Chicago, IL","November 21, 2009",6,4,364
292,"Zach Strong","6:04",2006,NA,"Missoula, MT2006 Western Montucky Bee...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Zach+Strong","https://www.beermile.com/display/event_685","2006 Western Montucky Beermile Championship","Missoula, MT","October 21, 2006",6,4,364
293,"Rasmus Elmelid","6:04.2",2012,NA,"Linkoping, SwedenLiTHe Syra Annual Beer Mi...","33 cl","https://www.beermile.com/records/ref_beer/beertype_33+cl","https://www.beermile.com/query_indy/submit_1/ref_query/name_Rasmus+Elmelid","https://www.beermile.com/display/event_5690","LiTHe Syra Annual Beer Mile 2012","Linkoping, Sweden","October 2, 2012",6,4.2,364.2
294,"John Markell","6:05",2015,NA,"San Francisco, CAWVTC Winter Classic 2015","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_John+Markell","https://www.beermile.com/display/event_6292","WVTC Winter Classic 2015","San Francisco, CA","March 13, 2015",6,5,365
295,"Dan Michaluk","6:05",2000,NA,"Toronto, ONNigel Gray Stag Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dan+Michaluk","https://www.beermile.com/display/event_99","Nigel Gray Stag Beer Mile","Toronto, ON","September 16, 2000",6,5,365
296,"Remi Bouchard","6:05",2007,NA,"Sherbrooke, PQBeermile initiation XC Ve...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Remi+Bouchard","https://www.beermile.com/display/event_853","Beermile initiation XC Vert &amp; Or 2007","Sherbrooke, PQ","September 29, 2007",6,5,365
297,"Sonny ""One Eye"" Gamble","6:05",2010,NA,"Amherst, MAAmherst Frozen Toe Beer M...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Sonny+""One+Eye""+Gamble","https://www.beermile.com/display/event_1461","Amherst Frozen Toe Beer Mile","Amherst, MA","December 10, 2010",6,5,365
298,"Marek Spriestersbach","6:05",2019,NA,"MontabaurWinter Biermeile Montabau...","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marek+Spriestersbach","https://www.beermile.com/display/event_151559","Winter Biermeile Montabaur","Montabaur","December 27, 2019",6,5,365
299,"Willie Milam","6:05",2015,NA,"Portland, OR, United Stat...Oregon Beer Mile 2015 - M...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Willie+Milam","https://www.beermile.com/display/event_6633","Oregon Beer Mile 2015 - Men's Elite","Portland, OR, United States","December 5, 2015",6,5,365
300,"Evan Cooper","6:05.4",2016,NA,"East River Track, NY, NY2016 Spring NYC Beer Mile...","Bud Light Platinum","https://www.beermile.com/records/ref_beer/beertype_Bud+Light+Platinum","https://www.beermile.com/query_indy/submit_1/ref_query/name_Evan+Cooper","https://www.beermile.com/display/event_6712","2016 Spring NYC Beer Mile Championship","East River Track, NY, NY","May 5, 2016",6,5.4,365.4
301,"Simon Weyer","6:06",2019,NA,"Cleveland OhioCleveland Beer Mile","Market Garden Frosty","https://www.beermile.com/records/ref_beer/beertype_Market+Garden+Frosty","https://www.beermile.com/query_indy/submit_1/ref_query/name_Simon+Weyer","https://www.beermile.com/display/event_151574","Cleveland Beer Mile","Cleveland Ohio","November 2, 2019",6,6,366
302,"Albert Mollen","6:06.2",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Zoe","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Zoe","https://www.beermile.com/query_indy/submit_1/ref_query/name_Albert+Mollen","https://www.beermile.com/display/event_6186","Flotrack 2014 Championships, Open Sub-Elite","Circuit of the Americas, Austin, TX","December 3, 2014",6,6.2,366.2
303,"Alan ""Cuckoo"" Harris","6:06.32",2008,NA,"Shreveport, LATeam Cyco Suds Mile","Coors","https://www.beermile.com/records/ref_beer/beertype_Coors","https://www.beermile.com/query_indy/submit_1/ref_query/name_Alan+""Cuckoo""+Harris","https://www.beermile.com/display/event_1103","Team Cyco Suds Mile","Shreveport, LA","December 20, 2008",6,6.32,366.32
304,"Bob ""Whitesnake"" Adams","6:06.8",2009,NA,"Knoxville, TNHot as Hell Beer Mile '09","Miller High Life","https://www.beermile.com/records/ref_beer/beertype_Miller+High+Life","https://www.beermile.com/query_indy/submit_1/ref_query/name_Bob+""Whitesnake""+Adams","https://www.beermile.com/display/event_1357","Hot as Hell Beer Mile '09","Knoxville, TN","June 19, 2009",6,6.8,366.8
305,"Dan Michaluk","6:07",1998,NA,"Kingston, ON4th Annual Kingston Sprin...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Dan+Michaluk","https://www.beermile.com/display/event_53","4th Annual Kingston Spring Beer Mile","Kingston, ON","April 4, 1998",6,7,367
306,"Lars Schneider","6:07",2020,NA,"Euskirchen, Germany2. Euskirchener Biermeile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lars+Schneider","https://www.beermile.com/display/event_151631","2. Euskirchener Biermeile","Euskirchen, Germany","June 11, 2020",6,7,367
307,"Androes Nienaber","6:07",2016,NA,"Pretoria, Gauteng, South ...Centurion Beermile 2016","Amstel","https://www.beermile.com/records/ref_beer/beertype_Amstel","https://www.beermile.com/query_indy/submit_1/ref_query/name_Androes+Nienaber","https://www.beermile.com/display/event_150396","Centurion Beermile 2016","Pretoria, Gauteng, South Africa","December 6, 2016",6,7,367
308,"Stefan ""Unbeatable"" Marx","6:07",2020,NA,"Bad Neuenahr2. Race Rheinland Beermil...","Heineken","https://www.beermile.com/records/ref_beer/beertype_Heineken","https://www.beermile.com/query_indy/submit_1/ref_query/name_Stefan+""Unbeatable""+Marx","https://www.beermile.com/display/event_151646","2. Race Rheinland Beermile Weltcup 2020","Bad Neuenahr","July 10, 2020",6,7,367
309,"Lon Breintenbach","6:07",2014,NA,"Austin, TXJ&A's Beer Mile Qualifier","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lon+Breintenbach","https://www.beermile.com/display/event_6163","J&amp;A's Beer Mile Qualifier","Austin, TX","November 8, 2014",6,7,367
310,"Junyong Pak","6:07",2005,NA,"New Orleans, LAABITA New Orleans Winter ...","Abita Amber","https://www.beermile.com/records/ref_beer/beertype_Abita+Amber","https://www.beermile.com/query_indy/submit_1/ref_query/name_Junyong+Pak","https://www.beermile.com/display/event_379","ABITA New Orleans Winter  2005 Beer Mile","New Orleans, LA","January 4, 2005",6,7,367
311,"Mike Logue","6:07",2005,NA,"Waterloo, ON5th Annual Fall K-W BM","Carling Black Label","https://www.beermile.com/records/ref_beer/beertype_Carling+Black+Label","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mike+Logue","https://www.beermile.com/display/event_541","5th Annual Fall K-W BM","Waterloo, ON","November 19, 2005",6,7,367
312,"Reed Lyon","6:07",2017,NA,"Kezar  Stadium San Franci...San Francisco Delta's Inv...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Reed+Lyon","https://www.beermile.com/display/event_151109","San Francisco Delta's Invitational","Kezar  Stadium San Francisco CA","October 28, 2017",6,7,367
313,"Miquel Carracedo","6:07.4",2019,NA,"Berlin GermanyBeer Mile World Classic: ...","Carlsberg","https://www.beermile.com/records/ref_beer/beertype_Carlsberg","https://www.beermile.com/query_indy/submit_1/ref_query/name_Miquel+Carracedo","https://www.beermile.com/display/event_151465","Beer Mile World Classic: Sub-Elite Race","Berlin Germany","August 3, 2019",6,7.4,367.4
314,"Mike Matthews","6:08",2006,NA,"Los Gatos CA2006 Silicon Valley Beer ...","Miller Genuine Draft","https://www.beermile.com/records/ref_beer/beertype_Miller+Genuine+Draft","https://www.beermile.com/query_indy/submit_1/ref_query/name_Mike+Matthews","https://www.beermile.com/display/event_707","2006 Silicon Valley Beer Mile","Los Gatos CA","November 22, 2006",6,8,368
315,"Ben ""Taco"" Nieto","6:08",2011,NA,"State College, PAMark Burnham Spring Opene...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Ben+""Taco""+Nieto","https://www.beermile.com/display/event_1491","Mark Burnham Spring Opener","State College, PA","April 18, 2011",6,8,368
316,"Erin O'Mara","6:08",2015,NA,"Austin, TX, United StatesFloTrack 2015 Championshi...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Erin+O'Mara","https://www.beermile.com/display/event_6605","FloTrack 2015 Championships, Women's Elite","Austin, TX, United States","December 1, 2015",6,8,368
317,"John Mering","6:08",2016,NA,"Hamilton, Waikato, New Ze...Hamilton Beer Mile","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_John+Mering","https://www.beermile.com/display/event_150234","Hamilton Beer Mile","Hamilton, Waikato, New Zealand","June 18, 2016",6,8,368
318,"Patrick Hitchins","6:08.5",2014,NA,"Austin, TXJ&A's Beer Mile Qualifier","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Patrick+Hitchins","https://www.beermile.com/display/event_6163","J&amp;A's Beer Mile Qualifier","Austin, TX","November 8, 2014",6,8.5,368.5
319,"Marco Müller","6:09",2020,NA,"Euskirchen, Germany2. Euskirchener Biermeile","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marco+Müller","https://www.beermile.com/display/event_151631","2. Euskirchener Biermeile","Euskirchen, Germany","June 11, 2020",6,9,369
320,"Wilhelm Steyn","6:09",2016,NA,"Pretoria, Gauteng, South ...Centurion Beermile 2016","Black Label","https://www.beermile.com/records/ref_beer/beertype_Black+Label","https://www.beermile.com/query_indy/submit_1/ref_query/name_Wilhelm+Steyn","https://www.beermile.com/display/event_150396","Centurion Beermile 2016","Pretoria, Gauteng, South Africa","December 6, 2016",6,9,369
321,"Marco ""Germany"" Mueller","6:09",2020,NA,"San Francisco, cA2020 Beer Mile World Clas...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Marco+""Germany""+Mueller","https://www.beermile.com/display/event_151627","2020 Beer Mile World Classic (Men's)","San Francisco, cA","July 4, 2020",6,9,369
322,"Lewis Kent","6:09",2018,NA,"Vancouver, BC, CanadaBeer Mile World Classic 2...","","https://www.beermile.com/records/ref_beer/beertype_","https://www.beermile.com/query_indy/submit_1/ref_query/name_Lewis+Kent","https://www.beermile.com/display/event_151287","Beer Mile World Classic 2018","Vancouver, BC, Canada","August 11, 2018",6,9,369
323,"Endre ""2.0"" Wigard","6:09.2",2019,NA,"Berlin Germany2019 Beer Mile World Clas...","Presidente","https://www.beermile.com/records/ref_beer/beertype_Presidente","https://www.beermile.com/query_indy/submit_1/ref_query/name_Endre+""2.0""+Wigard","https://www.beermile.com/display/event_151463","2019 Beer Mile World Classic","Berlin Germany","August 3, 2019",6,9.2,369.2
324,"Niall Stewart","6:09.4",2020,NA,"George Knott Reserve, Cli...Aussie Beer Mile 2020","Peroni","https://www.beermile.com/records/ref_beer/beertype_Peroni","https://www.beermile.com/query_indy/submit_1/ref_query/name_Niall+Stewart","https://www.beermile.com/display/event_151568","Aussie Beer Mile 2020","George Knott Reserve, Clifton Hill, Victoria, Australia","January 26, 2020",6,9.4,369.4
325,"Patrick Hitchins","6:09.9",2014,NA,"Circuit of the Americas, ...Flotrack 2014 Championshi...","Hops & Grain Zoe","https://www.beermile.com/records/ref_beer/beertype_Hops+&+Grain+Zoe","https://www.beermile.com/query_indy/submit_1/ref_query/name_Patrick+Hitchins","https://www.beermile.com/display/event_6186","Flotrack 2014 Championships, Open Sub-Elite","Circuit of the Americas, Austin, TX","December 3, 2014",6,9.9,369.9
326,"Evan Cooper","6:10",2015,NA,"New York, NY2015 Spring NYC Beer Mile...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Evan+Cooper","https://www.beermile.com/display/event_6384","2015 Spring NYC Beer Mile Championship","New York, NY","June 18, 2015",6,10,370
327,"Steve ""Contra"" Contreras","6:10",1997,NA,"Amherst, MAACT&F Championships (1997...","Budweiser","https://www.beermile.com/records/ref_beer/beertype_Budweiser","https://www.beermile.com/query_indy/submit_1/ref_query/name_Steve+""Contra""+Contreras","https://www.beermile.com/display/event_270","ACT&amp;F Championships (1997)","Amherst, MA","May 9, 1997",6,10,370
